CC_PROPERTY_ID,PUBLIC_LISTING_COMMENTS
462013032,"lovely 2 bedroom,2 full bath condo in upscale riverdale. unit offers beautiful h/w floors throughout,balcony and also rooftop dining with awesome views of nyc skyline. plenty of upscale restaurants surround this condo. you are walking distance to food stores and shopping on riverdale ave. great location to drive to nyc with all its offerings. unit is tastefully furnished and will do short term or yearly lease.,abovegrade:1034,flooring:tile,wood,roof:asphalt shingles,ownerpays:taxes,maintenance,equipment:carbon monoxide detector,smoke detectors,rentalterm:short term or 1 year,interiorfeatures:all window treatments,heating:gas"
183818231,"great opportunity to own this spacious raised ranch with 2,462 sqft, 4 bedrooms, 2 full baths, 2 car attached garage. furnace and ac replaced 5 years ago, water heater 2 years ago, roof 12 years ago, and all windows updated 5 years ago! priced to sell. delayed showings until monday august 2, 2021 starting at 11am. delayed negotiations until monday august 9 @ 5pm. please follow all cdc covid guidelines."
497868780,"apo 5/31/21.please be sure all buyers viewing the home wear a mask and follow the current covid 19 guidelines. home sale is contingent on the seller finding suitable housing,actively looking. new water filtration system,brand new picture window in living room. excluded in sale: white refrigerator,washer/dryer,a/c units."
188491940,"beach living - wonderful waterviews - 3 bedroom,3 bath split,excellent condition,updated kitchen,sd 4,additional information: appearance:excellent,separate hotwater heater:y"
190798202,"interior remodeled duplex in manchester-shortsville! 3 br lower unit and 2 br upper. great investment for a rental property with separated utilities - currently vacant but recently rented for $800 and $925 per month. or you could live in one unit and rent out the other! with an upper and lower unit, would also be perfect for in-law quarters and a great opportunity for first-floor living! includes a nice backyard, large covered front porch! laundry hookups for both units and garage/shed space for storage! great location, close to the nys thruway and within walking distance to bars, restaurants and other amenities!"
314022509,"submit all offers in writing w/pre-approval letter &/or pof. no offer considered accepted until formal contract of sale is fully executed & delivered. compensation offered to mls participants only and due only upon closing. all info including but not limited to taxes,lot size,age of property aren't guaranteed nor verified and should be independently verified."
185392622,"beautiful corner lot located in the west genesee school district... featuring 3 bedrooms,2 full baths,hardwood floors throughout,plus a large recreation room in the lower level. convenient location,within walking distance to the high school,close to shopping,houses of worship,resturants and more! newer furnace and central air. lovely landscpaping. neat and tiddy,move in condition."
188317193,"two story home,one fireplace,4 bedrooms,2 full baths,hardwood floors,located on dead end street features a lr with detached garage,new boiler,new roof. owner/agent,additional information: appearance:excellent"
446391141,"*sa and oc on base when registered at 1st meeting. this plan has a large great room, open to the dining room and kitchen. the home office is off the front of the home. maple kitchen with granite countertops, breakfast bar, and ss appiances. the master suite has a walk in closet and master bath with double bowl sink. hoa does lawn, snow, and garbage plus there are clubhouse privileges which include indoor swimming pool, excercise facility, tennis, basketball, walking trails & much much more."
184574474,"no offer is considered accepted until contract singed by both parties. owner wants all offers in writing with pr-qualification letter. available immediately mint condition- new bright kitchen,all new bathrooms!! flat land over 1/3 acre."
184191467,totally new 4 bedroom 3 bath
498825558,"fantastic opportunity to own a beautifully renovated and sophisticated home in the grange! this impressive home offers flexible spaces for home office and home school learning! this home features a modern open floor plan with a newly renovated kitchen,including an oversized quartz island and top-of-the-line appliances. the dramatic family room boasts a soaring ceiling,and floor to ceiling windows that allow for incredible sunlight. it opens to an expansive deck and a level backyard. the living room has a beautiful brick fireplace and doors that lead to a screened in porch. a formal dining room,two bedrooms,which can serve as the perfect home office and a newly renovated full bath complete the first floor. the second floor has a fabulous master suite with an oversized bedroom with vaulted ceiling,a wall of windows and a new master bath with double vanity,large rain shower and a skylight. two more generous bedrooms,another new bathroom and another skylight finish the second floor. gorgeous hardware floors throughout. a real treat for today's modern family! additional information: parkingfeatures:1 car detached,"
